,TotalSpend,DevSpends,MarketSpends,SubMarketSpends,Cogs,Cogs_1,Cogs_2,Revenue,Revenue_1,Revenue_2,Ebitda,Ebitda_1,Ebitda_2,Device_Analog Application Specific IC,Device_Data Converters,Device_Interface,Device_Voltage Regulator/Reference,Market_Computer Peripherals & Storage,Market_Computer Platforms,Market_Consumer,Market_Industrial,Market_Wired Communications,Market_Wireless Communications,SubMarket_Audio,SubMarket_Auto ADAS,SubMarket_Auto Infotainment,SubMarket_Auto Powertrain,SubMarket_Carrier,SubMarket_Connected Consumer,SubMarket_DC Network & Threat Mitigation,SubMarket_Data Center Servers,SubMarket_Desktop PCs,SubMarket_Enterprise/SOHO,SubMarket_Flash Cards/Drives,SubMarket_HDD,SubMarket_Handset,SubMarket_Infrastructure,SubMarket_Media Tablets,SubMarket_Medical,SubMarket_Military/Aerospace,SubMarket_Notebook PCs,SubMarket_Other Auto & Aftermarket,SubMarket_Other Computer Products,SubMarket_Other Consumer,SubMarket_Other Industrial,SubMarket_Other Peripherals,SubMarket_Other Storage,SubMarket_Other Wired,SubMarket_Other Wireless,SubMarket_Power & Energy,SubMarket_STB,SubMarket_TV,SubMarket_Tablet PCs,SubMarket_Test & Measurement,SubMarket_Video Games
3315,14.0,217039.34,104825.166,24780.096,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3318,21.305,155621.654,172636.672,62433.354,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3319,16.018,148452.552,170045.222,62785.386000000006,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3320,23.001,158114.629,185313.426,73644.39899999999,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3321,30.0,194289.837,245426.412,111188.475,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3322,32.0,217039.34,262578.29,121472.814,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3325,99.42,155621.654,744408.882,47336.268,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,92.544,148452.552,694336.713,44190.552,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,95.001,158114.629,715358.27,44726.976,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,102.0,194289.837,898036.093,54468.33,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,107.0,217039.34,1010453.11,59861.172,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3332,1010.663,155621.654,744408.882,537753.4349999999,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3333,947.151,148452.552,694336.713,499930.428,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3334,1003.003,158114.629,715358.27,522714.498,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3335,1156.998,194289.837,898036.093,664308.393,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3336,1260.002,217039.34,1010453.11,749997.384,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3339,147.373,155621.654,744408.882,52859.079,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3340,137.254,148452.552,694336.713,49465.728,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3341,137.0,158114.629,715358.27,49025.457,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3342,165.001,194289.837,898036.093,62333.544,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3343,185.001,217039.34,1010453.11,70551.429,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3346,211.316,426191.674,59559.026,40870.402,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3347,396.295,428609.532,72744.33,62203.546,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3348,367.0,459595.802,73680.28,60297.259999999995,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3349,408.0,592814.876,87144.25,64026.526,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3350,233.0,651481.707,74227.89,46551.218,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3353,213.087,426191.674,66738.632,23213.44,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3354,337.857,428609.532,70347.31300000001,30753.28,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3355,298.0,459595.802,75961.04,27808.896,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3356,288.0,592814.876,106413.934,28766.624,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3357,248.0,651481.707,104825.166,24780.096,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3360,238.267,426191.674,172636.672,62433.354,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3361,238.31,428609.532,170045.222,62785.386000000006,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3362,306.0,459595.802,185313.426,73644.39899999999,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3363,444.001,592814.876,245426.412,111188.475,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3364,507.9980000000001,651481.707,262578.29,121472.814,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3367,229.225,426191.674,744408.882,47336.268,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,214.414,428609.532,694336.713,44190.552,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,217.67,459595.802,715358.27,44726.976,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,240.556,592814.876,898036.093,54468.33,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,259.764,651481.707,1010453.11,59861.172,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,1633.035,426191.674,744408.882,537753.4349999999,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3375,1531.967,428609.532,694336.713,499930.428,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3376,1657.6,459595.802,715358.27,522714.498,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3377,2011.997,592814.876,898036.093,664308.393,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3378,2248.93,651481.707,1010453.11,749997.384,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3381,223.846,426191.674,744408.882,52859.079,14191.25,14010.72,11596.96,26499.4,27358.2,22808.4,4094.9,4206.1,3211.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3382,210.487,428609.532,694336.713,49465.728,13298.64,14191.25,14010.72,24094.6,26499.4,27358.2,2844.1,4094.9,4206.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3383,212.312,459595.802,715358.27,49025.457,11964.99,13298.64,14191.25,21190.8,24094.6,26499.4,2359.6,2844.1,4094.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3384,255.732,592814.876,898036.093,62333.544,12643.51,11964.99,13298.64,23558.5,21190.8,24094.6,3501.8,2359.6,2844.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3385,285.096,651481.707,1010453.11,70551.429,14776.15,12643.51,11964.99,27032.3,23558.5,21190.8,4062.4,3501.8,2359.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3388,15.532,172603.835,59559.026,40870.402,1136.62,1222.91,1279.75,2022.4,2146.3,2166.0,264.5,279.9,264.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3389,27.961,163733.518,72744.33,62203.546,1143.72,1136.62,1222.91,264.5,2022.4,2146.3,288.2,264.5,279.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3390,25.0,163007.011,73680.28,60297.259999999995,869.77,1143.72,1136.62,1527.0,264.5,2022.4,189.4,288.2,264.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3391,21.0,212172.612,87144.25,64026.526,959.14,869.77,1143.72,1711.3,1527.0,264.5,233.6,189.4,288.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3392,13.0,242620.053,74227.89,46551.218,994.7,959.14,869.77,1738.7,1711.3,1527.0,201.8,233.6,189.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3395,16.764,172603.835,66738.632,5457.87,1136.62,1222.91,1279.75,2022.4,2146.3,2166.0,264.5,279.9,264.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3396,24.572,163733.518,70347.31300000001,6494.355,1143.72,1136.62,1222.91,264.5,2022.4,2146.3,288.2,264.5,279.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3397,22.0,163007.011,75961.04,6420.0,869.77,1143.72,1136.62,1527.0,264.5,2022.4,189.4,288.2,264.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3398,21.0,212172.612,106413.934,9915.15,959.14,869.77,1143.72,1711.3,1527.0,264.5,233.6,189.4,288.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3399,18.0,242620.053,104825.166,8055.0,994.7,959.14,869.77,1738.7,1711.3,1527.0,201.8,233.6,189.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3402,83.21199999999999,172603.835,172636.672,62433.354,1136.62,1222.91,1279.75,2022.4,2146.3,2166.0,264.5,279.9,264.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3403,78.41,163733.518,170045.222,62785.386000000006,1143.72,1136.62,1222.91,264.5,2022.4,2146.3,288.2,264.5,279.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3404,95.0,163007.011,185313.426,73644.39899999999,869.77,1143.72,1136.62,1527.0,264.5,2022.4,189.4,288.2,264.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3405,94.001,212172.612,245426.412,111188.475,959.14,869.77,1143.72,1711.3,1527.0,264.5,233.6,189.4,288.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3406,116.0,242620.053,262578.29,121472.814,994.7,959.14,869.77,1738.7,1711.3,1527.0,201.8,233.6,189.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3409,614.146,1336573.653,59559.026,40870.402,1136.62,1222.91,1279.75,2022.4,2146.3,2166.0,264.5,279.9,264.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3410,854.925,1263610.429,72744.33,62203.546,1143.72,1136.62,1222.91,264.5,2022.4,2146.3,288.2,264.5,279.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3411,849.81,1368492.046,73680.28,60297.259999999995,869.77,1143.72,1136.62,1527.0,264.5,2022.4,189.4,288.2,264.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3412,905.881,1733267.025,87144.25,64026.526,959.14,869.77,1143.72,1711.3,1527.0,264.5,233.6,189.4,288.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3413,720.983,1969197.965,74227.89,46551.218,994.7,959.14,869.77,1738.7,1711.3,1527.0,201.8,233.6,189.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3416,242.858,1336573.653,66738.632,5457.87,1136.62,1222.91,1279.75,2022.4,2146.3,2166.0,264.5,279.9,264.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3417,256.415,1263610.429,70347.31300000001,6494.355,1143.72,1136.62,1222.91,264.5,2022.4,2146.3,288.2,264.5,279.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3418,263.0,1368492.046,75961.04,6420.0,869.77,1143.72,1136.62,1527.0,264.5,2022.4,189.4,288.2,264.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3419,465.01,1733267.025,106413.934,9915.15,959.14,869.77,1143.72,1711.3,1527.0,264.5,233.6,189.4,288.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3420,381.0,1969197.965,104825.166,8055.0,994.7,959.14,869.77,1738.7,1711.3,1527.0,201.8,233.6,189.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3423,67.365,1336573.653,172636.672,2123.517,1136.62,1222.91,1279.75,2022.4,2146.3,2166.0,264.5,279.9,264.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,109.418,1263610.429,170045.222,3381.8950000000004,1143.72,1136.62,1222.91,264.5,2022.4,2146.3,288.2,264.5,279.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,208.0,1368492.046,185313.426,6588.9890000000005,869.77,1143.72,1136.62,1527.0,264.5,2022.4,189.4,288.2,264.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,342.0,1733267.025,245426.412,9074.989,959.14,869.77,1143.72,1711.3,1527.0,264.5,233.6,189.4,288.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,345.001,1969197.965,262578.29,11077.011,994.7,959.14,869.77,1738.7,1711.3,1527.0,201.8,233.6,189.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3430,541.316,1336573.653,172636.672,62433.354,1136.62,1222.91,1279.75,2022.4,2146.3,2166.0,264.5,279.9,264.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3431,578.748,1263610.429,170045.222,62785.386000000006,1143.72,1136.62,1222.91,264.5,2022.4,2146.3,288.2,264.5,279.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3432,657.006,1368492.046,185313.426,73644.39899999999,869.77,1143.72,1136.62,1527.0,264.5,2022.4,189.4,288.2,264.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3433,1155.673,1733267.025,245426.412,111188.475,959.14,869.77,1143.72,1711.3,1527.0,264.5,233.6,189.4,288.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3434,1194.104,1969197.965,262578.29,121472.814,994.7,959.14,869.77,1738.7,1711.3,1527.0,201.8,233.6,189.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3437,21.564,167391.241,59559.026,40870.402,1136.62,1222.91,1279.75,2022.4,2146.3,2166.0,264.5,279.9,264.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3438,42.135,156523.044,72744.33,62203.546,1143.72,1136.62,1222.91,264.5,2022.4,2146.3,288.2,264.5,279.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3439,35.0,154996.351,73680.28,60297.259999999995,869.77,1143.72,1136.62,1527.0,264.5,2022.4,189.4,288.2,264.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
