Company,Year,Revenue
Western Digital Corporation (NasdaqGS:WDC),2023,12168.65
Western Digital Corporation (NasdaqGS:WDC),2024,12223.71
Western Digital Corporation (NasdaqGS:WDC),2025,386.31
Western Digital Corporation (NasdaqGS:WDC),2026,18108.25
Western Digital Corporation (NasdaqGS:WDC),2027,17880
Whirlpool Corporation (NYSE:WHR),2016,20718
Whirlpool Corporation (NYSE:WHR),2017,21253
Whirlpool Corporation (NYSE:WHR),2018,21037
Whirlpool Corporation (NYSE:WHR),2019,20419
Whirlpool Corporation (NYSE:WHR),2020,19456
Whirlpool Corporation (NYSE:WHR),2021,21985
Whirlpool Corporation (NYSE:WHR),2022,19724
Whirlpool Corporation (NYSE:WHR),2023,19317.52
Whirlpool Corporation (NYSE:WHR),2024,18634.14
Whirlpool Corporation (NYSE:WHR),2025,1595.85
Whirlpool Corporation (NYSE:WHR),2026,20487
Whirlpool Corporation (NYSE:WHR),2027,23562.14285714226
Boston Scientific Corporation (NYSE:BSX),2016,8386
Boston Scientific Corporation (NYSE:BSX),2017,9048
Boston Scientific Corporation (NYSE:BSX),2018,9823
Boston Scientific Corporation (NYSE:BSX),2019,10735
Boston Scientific Corporation (NYSE:BSX),2020,9913
Boston Scientific Corporation (NYSE:BSX),2021,11888
Boston Scientific Corporation (NYSE:BSX),2022,12682
Boston Scientific Corporation (NYSE:BSX),2023,14106.5
Boston Scientific Corporation (NYSE:BSX),2024,15290.28
Boston Scientific Corporation (NYSE:BSX),2025,4065.09
Boston Scientific Corporation (NYSE:BSX),2026,17971.65
Boston Scientific Corporation (NYSE:BSX),2027,19340.97
Panasonic Holdings Corporation (TSE:6752),2016,48981.7
Panasonic Holdings Corporation (TSE:6752),2017,52526.9
Panasonic Holdings Corporation (TSE:6752),2018,4244.4
Panasonic Holdings Corporation (TSE:6752),2019,51466.7
Panasonic Holdings Corporation (TSE:6752),2020,44311.2
Panasonic Holdings Corporation (TSE:6752),2021,48606.7
Panasonic Holdings Corporation (TSE:6752),2022,54917.1
Panasonic Holdings Corporation (TSE:6752),2023,54889.56
Panasonic Holdings Corporation (TSE:6752),2024,56734.17
Panasonic Holdings Corporation (TSE:6752),2025,59479.5
Panasonic Holdings Corporation (TSE:6752),2026,61943.89
Panasonic Holdings Corporation (TSE:6752),2027,65246.12
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2016,4274.2
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2017,4680
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2018,7442
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2019,11120
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2020,11618
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2021,12683
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2022,14057
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2023,14869.56
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2024,15541.21
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2025,16176.24
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2026,16812.35
Keurig Dr Pepper Inc. (NasdaqGS:KDP),2027,17454.61
National Instruments Corporation,2016,1228.2
National Instruments Corporation,2017,1289.4
National Instruments Corporation,2018,1359.1
National Instruments Corporation,2019,1353.2
National Instruments Corporation,2020,1286.7
National Instruments Corporation,2021,1469.7
National Instruments Corporation,2022,1657
National Instruments Corporation,2023,16252.385714285469
National Instruments Corporation,2024,16220.52142857114
National Instruments Corporation,2025,16188.657142856813
National Instruments Corporation,2026,16156.792857142493
National Instruments Corporation,2027,16124.928571428165
The Boeing Company (NYSE:BA),2016,93496
The Boeing Company (NYSE:BA),2017,94005
The Boeing Company (NYSE:BA),2018,101127
The Boeing Company (NYSE:BA),2019,76559
The Boeing Company (NYSE:BA),2020,58158
The Boeing Company (NYSE:BA),2021,62286
The Boeing Company (NYSE:BA),2022,66608
The Boeing Company (NYSE:BA),2023,76616.83
The Boeing Company (NYSE:BA),2024,90374.77
The Boeing Company (NYSE:BA),2025,100706.24
The Boeing Company (NYSE:BA),2026,109887.05
The Boeing Company (NYSE:BA),2027,10527.79
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2016,17580.6
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2017,18868.5
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2018,17556.4
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2019,18542.8
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2020,18948.6
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2021,18693.6
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2022,20581.5
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2023,20679.99
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2024,21453.48
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2025,22338.37
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2026,23335.65
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2027,24416.84
ASML Holding N.V. (ENXTAM:ASML),2016,7294.5
ASML Holding N.V. (ENXTAM:ASML),2017,9509.5
ASML Holding N.V. (ENXTAM:ASML),2018,11611.7
ASML Holding N.V. (ENXTAM:ASML),2019,12541.1
ASML Holding N.V. (ENXTAM:ASML),2020,14831.3
ASML Holding N.V. (ENXTAM:ASML),2021,19746.4
ASML Holding N.V. (ENXTAM:ASML),2022,22465.1
ASML Holding N.V. (ENXTAM:ASML),2023,28836.96
ASML Holding N.V. (ENXTAM:ASML),2024,29189.56
ASML Holding N.V. (ENXTAM:ASML),2025,35325.67
ASML Holding N.V. (ENXTAM:ASML),2026,39425.96
ASML Holding N.V. (ENXTAM:ASML),2027,41619.77
Zebra Technologies Corporation (NasdaqGS:ZBRA),2016,3574
Zebra Technologies Corporation (NasdaqGS:ZBRA),2017,3722
Zebra Technologies Corporation (NasdaqGS:ZBRA),2018,4218
Zebra Technologies Corporation (NasdaqGS:ZBRA),2019,4485
Zebra Technologies Corporation (NasdaqGS:ZBRA),2020,4448
Zebra Technologies Corporation (NasdaqGS:ZBRA),2021,5627
Zebra Technologies Corporation (NasdaqGS:ZBRA),2022,5781
Zebra Technologies Corporation (NasdaqGS:ZBRA),2023,4536.76
Zebra Technologies Corporation (NasdaqGS:ZBRA),2024,4671.88
Zebra Technologies Corporation (NasdaqGS:ZBRA),2025,5260.88
Zebra Technologies Corporation (NasdaqGS:ZBRA),2026,5980
Zebra Technologies Corporation (NasdaqGS:ZBRA),2027,6364
Siemens Aktiengesellschaft (XTRA:SIE),2016,84844.6
Siemens Aktiengesellschaft (XTRA:SIE),2017,88565.5
Siemens Aktiengesellschaft (XTRA:SIE),2018,88421.2
Siemens Aktiengesellschaft (XTRA:SIE),2019,55217
Siemens Aktiengesellschaft (XTRA:SIE),2020,59045.1
Siemens Aktiengesellschaft (XTRA:SIE),2021,68637.7
Siemens Aktiengesellschaft (XTRA:SIE),2022,78037.1
Siemens Aktiengesellschaft (XTRA:SIE),2023,82301.93
Siemens Aktiengesellschaft (XTRA:SIE),2024,85498.17
Siemens Aktiengesellschaft (XTRA:SIE),2025,90071.01
Siemens Aktiengesellschaft (XTRA:SIE),2026,94623.01
Siemens Aktiengesellschaft (XTRA:SIE),2027,16610.08
Fujitsu Limited (TSE:6702),2016,30386.3
Fujitsu Limited (TSE:6702),2017,28400.9
Fujitsu Limited (TSE:6702),2018,26713.5
Fujitsu Limited (TSE:6702),2019,1920.8
Fujitsu Limited (TSE:6702),2020,24353.9
Fujitsu Limited (TSE:6702),2021,24186.7
Fujitsu Limited (TSE:6702),2022,3008.1
Fujitsu Limited (TSE:6702),2023,25040.92
Fujitsu Limited (TSE:6702),2024,25512.15
Fujitsu Limited (TSE:6702),2025,26691.92
Fujitsu Limited (TSE:6702),2026,27583.2
Fujitsu Limited (TSE:6702),2027,27294.43
"Ricoh Company, Ltd. (TSE:7752)",2016,13642.8
"Ricoh Company, Ltd. (TSE:7752)",2017,13918.3
"Ricoh Company, Ltd. (TSE:7752)",2018,13656.4
"Ricoh Company, Ltd. (TSE:7752)",2019,13529.3
"Ricoh Company, Ltd. (TSE:7752)",2020,11451.3
"Ricoh Company, Ltd. (TSE:7752)",2021,11836.4
"Ricoh Company, Ltd. (TSE:7752)",2022,13484.6
"Ricoh Company, Ltd. (TSE:7752)",2023,14040.17
"Ricoh Company, Ltd. (TSE:7752)",2024,15107.79
"Ricoh Company, Ltd. (TSE:7752)",2025,15487.16
"Ricoh Company, Ltd. (TSE:7752)",2026,15786.61
"Ricoh Company, Ltd. (TSE:7752)",2027,15996.24
Lenovo Group Limited (SEHK:992),2016,42588.8
Lenovo Group Limited (SEHK:992),2017,44290.3
Lenovo Group Limited (SEHK:992),2018,49966
Lenovo Group Limited (SEHK:992),2019,51847.3
Lenovo Group Limited (SEHK:992),2020,55691.6
Lenovo Group Limited (SEHK:992),2021,70554.6
Lenovo Group Limited (SEHK:992),2022,66005.5
Lenovo Group Limited (SEHK:992),2023,62071.32
Lenovo Group Limited (SEHK:992),2024,3825.18
Lenovo Group Limited (SEHK:992),2025,63533.11
Lenovo Group Limited (SEHK:992),2026,68346.48
Lenovo Group Limited (SEHK:992),2027,73000
Continental Aktiengesellschaft (XTRA:CON),2016,43023.3
Continental Aktiengesellschaft (XTRA:CON),2017,46694.4
Continental Aktiengesellschaft (XTRA:CON),2018,47113.4
Continental Aktiengesellschaft (XTRA:CON),2019,47191.9
Continental Aktiengesellschaft (XTRA:CON),2020,33808.4
Continental Aktiengesellschaft (XTRA:CON),2021,35825.1
Continental Aktiengesellschaft (XTRA:CON),2022,41813.2
Continental Aktiengesellschaft (XTRA:CON),2023,44881.66
Continental Aktiengesellschaft (XTRA:CON),2024,46611.42
Continental Aktiengesellschaft (XTRA:CON),2025,4921.46
Continental Aktiengesellschaft (XTRA:CON),2026,52197.88
Continental Aktiengesellschaft (XTRA:CON),2027,55200
FUJIFILM Holdings Corporation (TSE:4901),2016,15608.2
FUJIFILM Holdings Corporation (TSE:4901),2017,16358.4
FUJIFILM Holdings Corporation (TSE:4901),2018,16250.6
FUJIFILM Holdings Corporation (TSE:4901),2019,15825.3
FUJIFILM Holdings Corporation (TSE:4901),2020,14484.9
FUJIFILM Holdings Corporation (TSE:4901),2021,16629.4
FUJIFILM Holdings Corporation (TSE:4901),2022,18501.1
FUJIFILM Holdings Corporation (TSE:4901),2023,18716.2
FUJIFILM Holdings Corporation (TSE:4901),2024,19614.68
FUJIFILM Holdings Corporation (TSE:4901),2025,20460.61
FUJIFILM Holdings Corporation (TSE:4901),2026,21418.18
FUJIFILM Holdings Corporation (TSE:4901),2027,21886.5
Forvia SE (ENXTPA:FRVIA),2016,19852
Forvia SE (ENXTPA:FRVIA),2017,17996.9
Forvia SE (ENXTPA:FRVIA),2018,18593.8
Forvia SE (ENXTPA:FRVIA),2019,18852.3
Forvia SE (ENXTPA:FRVIA),2020,15325.8
Forvia SE (ENXTPA:FRVIA),2021,16570.6
Forvia SE (ENXTPA:FRVIA),2022,27011.4
Forvia SE (ENXTPA:FRVIA),2023,28890.88
Forvia SE (ENXTPA:FRVIA),2024,30311.44
Forvia SE (ENXTPA:FRVIA),2025,32189.87
Forvia SE (ENXTPA:FRVIA),2026,34352.25
Forvia SE (ENXTPA:FRVIA),2027,34871.09
Airbus SE (ENXTPA:AIR),2016,70643
Airbus SE (ENXTPA:AIR),2017,62622.8
Airbus SE (ENXTPA:AIR),2018,67593.6
Airbus SE (ENXTPA:AIR),2019,74777.7
Airbus SE (ENXTPA:AIR),2020,52957
Airbus SE (ENXTPA:AIR),2021,55330.5
Airbus SE (ENXTPA:AIR),2022,62348
Airbus SE (ENXTPA:AIR),2023,68254.06
Airbus SE (ENXTPA:AIR),2024,76814.19
Airbus SE (ENXTPA:AIR),2025,87135.08
Airbus SE (ENXTPA:AIR),2026,97062.21
Airbus SE (ENXTPA:AIR),2027,104551.84
Garmin Ltd. (NYSE:GRMN),2016,3045.8
Garmin Ltd. (NYSE:GRMN),2017,3121.6
Garmin Ltd. (NYSE:GRMN),2018,3347.4
Garmin Ltd. (NYSE:GRMN),2019,3757.5
Garmin Ltd. (NYSE:GRMN),2020,874.5
Garmin Ltd. (NYSE:GRMN),2021,4982.8
Garmin Ltd. (NYSE:GRMN),2022,4860.3
Garmin Ltd. (NYSE:GRMN),2023,5058.98
Garmin Ltd. (NYSE:GRMN),2024,5414.11
Garmin Ltd. (NYSE:GRMN),2025,5978.35
Garmin Ltd. (NYSE:GRMN),2026,6480.48
Garmin Ltd. (NYSE:GRMN),2027,7003.85
Sandvik AB (publ) (OM:SAND),2016,7311.3
Sandvik AB (publ) (OM:SAND),2017,8142.7
Sandvik AB (publ) (OM:SAND),2018,8971.6
Sandvik AB (publ) (OM:SAND),2019,9255.4
Sandvik AB (publ) (OM:SAND),2020,7746.2
Sandvik AB (publ) (OM:SAND),2021,7683.1
Sandvik AB (publ) (OM:SAND),2022,10070.7
Sandvik AB (publ) (OM:SAND),2023,11363.69
Sandvik AB (publ) (OM:SAND),2024,11476.48
Sandvik AB (publ) (OM:SAND),2025,11924.84
Sandvik AB (publ) (OM:SAND),2026,12304.63
Sandvik AB (publ) (OM:SAND),2027,13104.17
Elbit Systems Ltd. (TASE:ESLT),2016,3260.2
Elbit Systems Ltd. (TASE:ESLT),2017,3377.8
Elbit Systems Ltd. (TASE:ESLT),2018,3683.7
Elbit Systems Ltd. (TASE:ESLT),2019,4508.4
Elbit Systems Ltd. (TASE:ESLT),2020,4662.6
Elbit Systems Ltd. (TASE:ESLT),2021,5278.5
Elbit Systems Ltd. (TASE:ESLT),2022,5511.5
Elbit Systems Ltd. (TASE:ESLT),2023,5793
Elbit Systems Ltd. (TASE:ESLT),2024,6078
Elbit Systems Ltd. (TASE:ESLT),2025,6378
Elbit Systems Ltd. (TASE:ESLT),2026,31600.428571428405
Elbit Systems Ltd. (TASE:ESLT),2027,31804.857142856985
Olympus Corporation (TSE:7733),2016,4999.2
Olympus Corporation (TSE:7733),2017,5274.5
Olympus Corporation (TSE:7733),2018,5334
Olympus Corporation (TSE:7733),2019,5417.2
Olympus Corporation (TSE:7733),2020,4800.6
Olympus Corporation (TSE:7733),2021,5322.3
Olympus Corporation (TSE:7733),2022,6260.5
Olympus Corporation (TSE:7733),2023,5893.18
Olympus Corporation (TSE:7733),2024,6229.68
Olympus Corporation (TSE:7733),2025,6595.59
Olympus Corporation (TSE:7733),2026,6957.03
Olympus Corporation (TSE:7733),2027,1648.97
Embraer S.A. (BOVESPA:EMBR3),2016,4247
Embraer S.A. (BOVESPA:EMBR3),2017,3720.1
Embraer S.A. (BOVESPA:EMBR3),2018,1562.9
Embraer S.A. (BOVESPA:EMBR3),2019,417.8
Embraer S.A. (BOVESPA:EMBR3),2020,3891.6
Embraer S.A. (BOVESPA:EMBR3),2021,4491.5
Embraer S.A. (BOVESPA:EMBR3),2022,4645.9
Embraer S.A. (BOVESPA:EMBR3),2023,5417.82
Embraer S.A. (BOVESPA:EMBR3),2024,6109.89
Embraer S.A. (BOVESPA:EMBR3),2025,6632.98
Embraer S.A. (BOVESPA:EMBR3),2026,5864
Embraer S.A. (BOVESPA:EMBR3),2027,4948.471428571385
Roche Holding AG (SWX:ROG),2016,58356.1
Roche Holding AG (SWX:ROG),2017,61804
Roche Holding AG (SWX:ROG),2018,65962.7
Roche Holding AG (SWX:ROG),2019,70679
Roche Holding AG (SWX:ROG),2020,66900.6
Roche Holding AG (SWX:ROG),2021,73006.1
Roche Holding AG (SWX:ROG),2022,73644.6
Roche Holding AG (SWX:ROG),2023,66437.03
Roche Holding AG (SWX:ROG),2024,69638.49
Roche Holding AG (SWX:ROG),2025,73399.3
Roche Holding AG (SWX:ROG),2026,77066.93
Roche Holding AG (SWX:ROG),2027,80080.77
Valeo SE (ENXTPA:FR),2016,17526.8
Valeo SE (ENXTPA:FR),2017,19611.7
Valeo SE (ENXTPA:FR),2018,20290.7
Valeo SE (ENXTPA:FR),2019,20665.3
Valeo SE (ENXTPA:FR),2020,17438.7
Valeo SE (ENXTPA:FR),2021,18315.1
Valeo SE (ENXTPA:FR),2022,21259.4
Valeo SE (ENXTPA:FR),2023,23656.35
Valeo SE (ENXTPA:FR),2024,25065.48
Valeo SE (ENXTPA:FR),2025,27055.9
Valeo SE (ENXTPA:FR),2026,29598.94
Valeo SE (ENXTPA:FR),2027,296785.85714283586
Leonardo S.p.a. (BIT:LDO),2016,12734.2
Leonardo S.p.a. (BIT:LDO),2017,12449.9
Leonardo S.p.a. (BIT:LDO),2018,12986.7
Leonardo S.p.a. (BIT:LDO),2019,14624.9
Leonardo S.p.a. (BIT:LDO),2020,14228.1
Leonardo S.p.a. (BIT:LDO),2021,14997.3
Leonardo S.p.a. (BIT:LDO),2022,15610.6
Leonardo S.p.a. (BIT:LDO),2023,16307.46
Leonardo S.p.a. (BIT:LDO),2024,17125.89
Leonardo S.p.a. (BIT:LDO),2025,17744.09
Leonardo S.p.a. (BIT:LDO),2026,18779.84
Leonardo S.p.a. (BIT:LDO),2027,2265.88
Smiths Group plc (LSE:SMIN),2016,3878.2
Smiths Group plc (LSE:SMIN),2017,3891.6
Smiths Group plc (LSE:SMIN),2018,2342.2
Smiths Group plc (LSE:SMIN),2019,3150.9
Smiths Group plc (LSE:SMIN),2020,2984.6
Smiths Group plc (LSE:SMIN),2021,2972.4
Smiths Group plc (LSE:SMIN),2022,3486
Smiths Group plc (LSE:SMIN),2023,3605.35
Smiths Group plc (LSE:SMIN),2024,585.26
Smiths Group plc (LSE:SMIN),2025,4043.85
Smiths Group plc (LSE:SMIN),2026,4299.83
Smiths Group plc (LSE:SMIN),2027,4448.32
thyssenkrupp AG (XTRA:TKA),2016,40826.5
thyssenkrupp AG (XTRA:TKA),2017,33952.3
thyssenkrupp AG (XTRA:TKA),2018,44161.3
thyssenkrupp AG (XTRA:TKA),2019,35917.2
thyssenkrupp AG (XTRA:TKA),2020,1716.7
thyssenkrupp AG (XTRA:TKA),2021,37896
thyssenkrupp AG (XTRA:TKA),2022,43644.6
thyssenkrupp AG (XTRA:TKA),2023,40012.06
thyssenkrupp AG (XTRA:TKA),2024,2232.36
thyssenkrupp AG (XTRA:TKA),2025,38956.66
thyssenkrupp AG (XTRA:TKA),2026,10696.607142856927
thyssenkrupp AG (XTRA:TKA),2027,11156.428571428289
OMRON Corporation (TSE:6645),2016,5285.7
OMRON Corporation (TSE:6645),2017,5702.1
OMRON Corporation (TSE:6645),2018,5838.6
OMRON Corporation (TSE:6645),2019,4842.6
OMRON Corporation (TSE:6645),2020,4353.5
OMRON Corporation (TSE:6645),2021,4992.6
OMRON Corporation (TSE:6645),2022,5647.9
OMRON Corporation (TSE:6645),2023,5794.25
OMRON Corporation (TSE:6645),2024,5696.55
OMRON Corporation (TSE:6645),2025,6040.84
OMRON Corporation (TSE:6645),2026,6380.82
OMRON Corporation (TSE:6645),2027,6478.72
Dassault Aviation société anonyme (ENXTPA:AM),2016,3889.2
Dassault Aviation société anonyme (ENXTPA:AM),2017,5200.2
Dassault Aviation société anonyme (ENXTPA:AM),2018,5431.5
Dassault Aviation société anonyme (ENXTPA:AM),2019,7826.3
Dassault Aviation société anonyme (ENXTPA:AM),2020,5834.1
Dassault Aviation société anonyme (ENXTPA:AM),2021,7764.1
Dassault Aviation société anonyme (ENXTPA:AM),2022,7498.3
Dassault Aviation société anonyme (ENXTPA:AM),2023,5823.56
Dassault Aviation société anonyme (ENXTPA:AM),2024,6407.2
Dassault Aviation société anonyme (ENXTPA:AM),2025,7814.56
Dassault Aviation société anonyme (ENXTPA:AM),2026,9825.29
Dassault Aviation société anonyme (ENXTPA:AM),2027,11359.68
DENSO Corporation (TSE:6902),2016,29940.4
DENSO Corporation (TSE:6902),2017,32955.1
DENSO Corporation (TSE:6902),2018,36134.8
DENSO Corporation (TSE:6902),2019,35392.3
DENSO Corporation (TSE:6902),2020,31964.9
DENSO Corporation (TSE:6902),2021,36458.6
DENSO Corporation (TSE:6902),2022,41185.7
DENSO Corporation (TSE:6902),2023,41743.6
DENSO Corporation (TSE:6902),2024,47955.82
DENSO Corporation (TSE:6902),2025,49887.11
DENSO Corporation (TSE:6902),2026,51976.62
DENSO Corporation (TSE:6902),2027,53383.29
BAE Systems plc (LSE:BA.),2016,21601.1
BAE Systems plc (LSE:BA.),2017,2145.5
BAE Systems plc (LSE:BA.),2018,20424.5
BAE Systems plc (LSE:BA.),2019,22226.4
BAE Systems plc (LSE:BA.),2020,23406.6
BAE Systems plc (LSE:BA.),2021,23702.9
BAE Systems plc (LSE:BA.),2022,25812
BAE Systems plc (LSE:BA.),2023,30125.28
BAE Systems plc (LSE:BA.),2024,32117.46
BAE Systems plc (LSE:BA.),2025,3980.07
BAE Systems plc (LSE:BA.),2026,36620.54
BAE Systems plc (LSE:BA.),2027,36222.79
"Fuji Electric Co., Ltd. (TSE:6504)",2016,5584
"Fuji Electric Co., Ltd. (TSE:6504)",2017,476.3
"Fuji Electric Co., Ltd. (TSE:6504)",2018,6132.4
"Fuji Electric Co., Ltd. (TSE:6504)",2019,6064.4
"Fuji Electric Co., Ltd. (TSE:6504)",2020,5700.8
"Fuji Electric Co., Ltd. (TSE:6504)",2021,6266.9
"Fuji Electric Co., Ltd. (TSE:6504)",2022,6578.2
"Fuji Electric Co., Ltd. (TSE:6504)",2023,6639.72
"Fuji Electric Co., Ltd. (TSE:6504)",2024,7116.41
"Fuji Electric Co., Ltd. (TSE:6504)",2025,7470.76
"Fuji Electric Co., Ltd. (TSE:6504)",2026,7848.77
"Fuji Electric Co., Ltd. (TSE:6504)",2027,8113.56
Nikon Corporation (TSE:7731),2016,5172.7
Nikon Corporation (TSE:7731),2017,4751.7
Nikon Corporation (TSE:7731),2018,4815.1
Nikon Corporation (TSE:7731),2019,4203.3
Nikon Corporation (TSE:7731),2020,3170.4
Nikon Corporation (TSE:7731),2021,3562.7
Nikon Corporation (TSE:7731),2022,3951.9
Nikon Corporation (TSE:7731),2023,4172.66
Nikon Corporation (TSE:7731),2024,516.04
Nikon Corporation (TSE:7731),2025,4753.42
Nikon Corporation (TSE:7731),2026,4986.69
Nikon Corporation (TSE:7731),2027,2036.7999999999302
"Casio Computer Co.,Ltd. (TSE:6952)",2016,2166
"Casio Computer Co.,Ltd. (TSE:6952)",2017,2146.3
"Casio Computer Co.,Ltd. (TSE:6952)",2018,2022.4
"Casio Computer Co.,Ltd. (TSE:6952)",2019,264.5
"Casio Computer Co.,Ltd. (TSE:6952)",2020,1527
"Casio Computer Co.,Ltd. (TSE:6952)",2021,1711.3
"Casio Computer Co.,Ltd. (TSE:6952)",2022,1738.7
"Casio Computer Co.,Ltd. (TSE:6952)",2023,1764.12
"Casio Computer Co.,Ltd. (TSE:6952)",2024,201.75
"Casio Computer Co.,Ltd. (TSE:6952)",2025,1880.27
"Casio Computer Co.,Ltd. (TSE:6952)",2026,191.06
"Casio Computer Co.,Ltd. (TSE:6952)",2027,1955.75
"Konica Minolta, Inc. (TSE:4902)",2016,6497.9
"Konica Minolta, Inc. (TSE:4902)",2017,6793.7
"Konica Minolta, Inc. (TSE:4902)",2018,7098.2
"Konica Minolta, Inc. (TSE:4902)",2019,6897.1
"Konica Minolta, Inc. (TSE:4902)",2020,5793.2
"Konica Minolta, Inc. (TSE:4902)",2021,6102
"Konica Minolta, Inc. (TSE:4902)",2022,7181
"Konica Minolta, Inc. (TSE:4902)",2023,7443.21
"Konica Minolta, Inc. (TSE:4902)",2024,7736.98
"Konica Minolta, Inc. (TSE:4902)",2025,7896.11
"Konica Minolta, Inc. (TSE:4902)",2026,7959.68
"Konica Minolta, Inc. (TSE:4902)",2027,7742.31
GEA Group Aktiengesellschaft (XTRA:G1A),2016,4765.9
GEA Group Aktiengesellschaft (XTRA:G1A),2017,4885.4
GEA Group Aktiengesellschaft (XTRA:G1A),2018,5122.8
GEA Group Aktiengesellschaft (XTRA:G1A),2019,5177.4
GEA Group Aktiengesellschaft (XTRA:G1A),2020,4917.8
GEA Group Aktiengesellschaft (XTRA:G1A),2021,397.6
GEA Group Aktiengesellschaft (XTRA:G1A),2022,5479.8
GEA Group Aktiengesellschaft (XTRA:G1A),2023,5845.77
GEA Group Aktiengesellschaft (XTRA:G1A),2024,5992.45
GEA Group Aktiengesellschaft (XTRA:G1A),2025,6171.65
GEA Group Aktiengesellschaft (XTRA:G1A),2026,6326.79
GEA Group Aktiengesellschaft (XTRA:G1A),2027,6791.51
"Oki Electric Industry Co., Ltd. (TSE:6703)",2016,3068.3
"Oki Electric Industry Co., Ltd. (TSE:6703)",2017,2995.3
"Oki Electric Industry Co., Ltd. (TSE:6703)",2018,2932.7
"Oki Electric Industry Co., Ltd. (TSE:6703)",2019,3151.5
"Oki Electric Industry Co., Ltd. (TSE:6703)",2020,2656.8
"Oki Electric Industry Co., Ltd. (TSE:6703)",2021,2497.3
"Oki Electric Industry Co., Ltd. (TSE:6703)",2022,2429
"Oki Electric Industry Co., Ltd. (TSE:6703)",2023,2548.06
"Oki Electric Industry Co., Ltd. (TSE:6703)",2024,4913.017857142753
"Oki Electric Industry Co., Ltd. (TSE:6703)",2025,4848.107142857072
"Oki Electric Industry Co., Ltd. (TSE:6703)",2026,4783.196428571362
"Oki Electric Industry Co., Ltd. (TSE:6703)",2027,4718.285714285652
Fanuc Corporation (TSE:6954),2016,3528.1
Fanuc Corporation (TSE:6954),2017,4577.2
Fanuc Corporation (TSE:6954),2018,4604.7
Fanuc Corporation (TSE:6954),2019,3526.6
Fanuc Corporation (TSE:6954),2020,949.9
Fanuc Corporation (TSE:6954),2021,4803.1
Fanuc Corporation (TSE:6954),2022,5557.9
Fanuc Corporation (TSE:6954),2023,5644.12
Fanuc Corporation (TSE:6954),2024,5173.08
Fanuc Corporation (TSE:6954),2025,5635.75
Fanuc Corporation (TSE:6954),2026,6131.09
Fanuc Corporation (TSE:6954),2027,6487.76
Shimadzu Corporation (TSE:7701),2016,2261.7
Shimadzu Corporation (TSE:7701),2017,2477.6
Shimadzu Corporation (TSE:7701),2018,2624.6
Shimadzu Corporation (TSE:7701),2019,2629.2
Shimadzu Corporation (TSE:7701),2020,2564.1
Shimadzu Corporation (TSE:7701),2021,2838.4
Shimadzu Corporation (TSE:7701),2022,3096.5
Shimadzu Corporation (TSE:7701),2023,3165.79
Shimadzu Corporation (TSE:7701),2024,3392.98
Shimadzu Corporation (TSE:7701),2025,3539.75
Shimadzu Corporation (TSE:7701),2026,3715.2
Shimadzu Corporation (TSE:7701),2027,3931.73
"Alps Alpine Co., Ltd. (TSE:6770)",2016,4955.4
"Alps Alpine Co., Ltd. (TSE:6770)",2017,5670.4
"Alps Alpine Co., Ltd. (TSE:6770)",2018,5757.2
"Alps Alpine Co., Ltd. (TSE:6770)",2019,5630.6
"Alps Alpine Co., Ltd. (TSE:6770)",2020,4770.2
"Alps Alpine Co., Ltd. (TSE:6770)",2021,5214.2
"Alps Alpine Co., Ltd. (TSE:6770)",2022,6103
"Alps Alpine Co., Ltd. (TSE:6770)",2023,604.93
"Alps Alpine Co., Ltd. (TSE:6770)",2024,598.2
"Alps Alpine Co., Ltd. (TSE:6770)",2025,6535.34
"Alps Alpine Co., Ltd. (TSE:6770)",2026,6648.56
"Alps Alpine Co., Ltd. (TSE:6770)",2027,49328.571428569965
JVCKENWOOD Corporation (TSE:6632),2016,1967.8
JVCKENWOOD Corporation (TSE:6632),2017,2019.2
JVCKENWOOD Corporation (TSE:6632),2018,2076.7
JVCKENWOOD Corporation (TSE:6632),2019,2013.7
JVCKENWOOD Corporation (TSE:6632),2020,1789.1
JVCKENWOOD Corporation (TSE:6632),2021,1832.9
JVCKENWOOD Corporation (TSE:6632),2022,2246
